Symbol,Action,Qty,Price,Date,Trade_ID
BEL,SELL,2,434.15,2026-05-05,1355955.0
KERNEX,SELL,100,1392.0,2026-05-05,401136792.0
AVALON,SELL,100,1182.0,2026-05-05,37309.0
WALCHANNAG,SELL,50,241.7,2026-05-04,603274951.0
COCHINSHIP,BUY,2,1718.8,2026-04-30,3140342.0
RBLBANK,BUY,10,334.8,2026-04-30,603517719.0
APOLLO,BUY,9,295.57,2026-04-29,6769007.0
APOLLO,BUY,21,295.57,2026-04-29,6769008.0
DATAPATTNS,BUY,1,4091.9,2026-04-29,208309098.0
CUB,BUY,5,279.0,2026-04-28,3680626.0
LUMAXTECH,BUY,1,1677.6,2026-04-28,403542071.0
CUB,BUY,20,282.99,2026-04-28,2784258.0
KERNEX,BUY,33,1351.0,2026-04-28,402851860.0
KERNEX,BUY,17,1351.0,2026-04-28,402851795.0
KERNEX,BUY,50,1350.0,2026-04-28,402710884.0
KERNEX,SELL,50,1357.7,2026-04-28,401379937.0
APOLLO,BUY,50,301.5,2026-04-28,845765.0
KERNEX,BUY,50,1355.2,2026-04-28,400367213.0
AUBANK,BUY,6,1031.85,2026-04-27,7537699.0
MAHABANK,SELL,17,79.56,2026-04-27,405237231.0
MAHABANK,SELL,1,79.56,2026-04-27,405237232.0
MAHABANK,SELL,2,79.56,2026-04-27,405237233.0
KERNEX,SELL,50,1334.0,2026-04-27,405053573.0
AUBANK,BUY,4,1043.55,2026-04-27,4492969.0
AUBANK,BUY,3,1039.4,2026-04-27,3523178.0
APOLLO,SELL,100,302.9,2026-04-27,2707794.0
AMBER,SELL,1,8000.0,2026-04-27,2006970.0
APOLLO,BUY,20,282.0,2026-04-24,7977017.0
KERNEX,BUY,50,1276.0,2026-04-24,400184852.0
AUBANK,BUY,7,1057.2,2026-04-23,7031978.0
AUBANK,SELL,7,1058.4,2026-04-23,6680833.0
WATERBASE,SELL,3,49.9,2026-04-23,5878900.0
KERNEX,SELL,30,1274.0,2026-04-23,405468454.0
WATERBASE,SELL,1,49.9,2026-04-23,5741100.0
APOLLO,BUY,30,280.0,2026-04-23,2556829.0
WALCHANNAG,BUY,9,212.5,2026-04-23,602481527.0
WALCHANNAG,BUY,41,212.5,2026-04-23,602481528.0
KERNEX,BUY,10,1229.0,2026-04-22,407942900.0
APOLLO,BUY,24,286.59,2026-04-22,7763697.0
APOLLO,BUY,26,286.59,2026-04-22,7763698.0
RBLBANK,BUY,15,319.0,2026-04-22,607151149.0
VEDL,BUY,1,760.0,2026-04-22,605201553.0
WALCHANNAG,SELL,100,194.5,2026-04-22,604177895.0
KERNEX,BUY,20,1222.0,2026-04-22,400675514.0
WALCHANNAG,BUY,100,190.8,2026-04-21,607156170.0
VEDL,BUY,2,766.0,2026-04-21,606518872.0
APEX,BUY,5,487.0,2026-04-21,4383034.0
KERNEX,SELL,60,1190.0,2026-04-21,403583428.0
WALCHANNAG,BUY,1,193.25,2026-04-21,603200270.0
WALCHANNAG,SELL,36,193.34,2026-04-21,602130193.0
WALCHANNAG,SELL,59,193.34,2026-04-21,602130194.0
WALCHANNAG,SELL,5,193.33,2026-04-21,602130195.0
APOLLO,SELL,50,292.0,2026-04-21,1435261.0
APOLLO,BUY,30,288.6,2026-04-21,332776.0
APOLLO,BUY,20,295.4,2026-04-20,1915938.0
APOLLO,SELL,70,297.04,2026-04-20,1672128.0
AVALON,BUY,46,1109.3,2026-04-20,1561900.0
AVALON,BUY,4,1109.3,2026-04-20,1561064.0
BSE,BUY,3,3520.0,2026-04-20,1262819.0
BSE,BUY,2,3562.8,2026-04-20,717085.0
KERNEX,BUY,36,1164.05,2026-04-20,400450631.0
KERNEX,BUY,24,1164.1,2026-04-20,400450632.0
APOLLO,BUY,70,280.84,2026-04-20,359554.0
AVALON,BUY,6,1106.95,2026-04-20,205988.0
AVALON,BUY,5,1107.0,2026-04-20,205989.0
AVALON,BUY,21,1107.0,2026-04-20,205990.0
AVALON,BUY,1,1107.0,2026-04-20,205991.0
AVALON,BUY,17,1107.15,2026-04-20,205992.0
AVALON,SELL,45,1120.0,2026-04-17,8347780.0
RBLBANK,BUY,5,316.0,2026-04-17,608901047.0
APOLLO,SELL,69,282.01,2026-04-17,7099254.0
COCHINSHIP,BUY,1,1555.3,2026-04-17,7031026.0
AVALON,BUY,15,1096.0,2026-04-17,2359824.0
KERNEX,SELL,119,1175.0,2026-04-17,401184120.0
AVALON,BUY,30,1103.0,2026-04-17,744105.0
MTARTECH,BUY,1,4815.0,2026-04-16,408564844.0
AVALON,SELL,13,1102.15,2026-04-16,7919647.0
AVALON,SELL,1,1102.15,2026-04-16,7918410.0
AVALON,SELL,65,1102.15,2026-04-16,7916466.0
AVALON,BUY,5,1105.0,2026-04-16,4409863.0
AVALON,BUY,37,1105.0,2026-04-16,4409864.0
AVALON,BUY,38,1105.15,2026-04-16,4409865.0
AVALON,SELL,13,1098.6,2026-04-16,419001.0
AVALON,SELL,14,1098.6,2026-04-16,419002.0
AVALON,SELL,3,1098.6,2026-04-16,208369.0
AVALON,SELL,29,1098.6,2026-04-16,208370.0
BSE,SELL,1,3318.0,2026-04-13,4637591.0
BSE,SELL,4,3318.0,2026-04-13,4637017.0
BSE,BUY,5,3240.4,2026-04-13,145197.0
BSE,SELL,10,3310.0,2026-04-10,3943813.0
APOLLO,BUY,20,238.37,2026-04-10,446203.0
BSE,BUY,5,3298.6,2026-04-10,384598.0
AVALON,BUY,59,1053.3,2026-04-10,81044.0
AVALON,SELL,1,1048.0,2026-04-09,6550813.0
AVALON,SELL,67,1048.0,2026-04-09,6550917.0
AVALON,SELL,1,1048.0,2026-04-09,6550587.0
AVALON,SELL,10,1025.0,2026-04-09,2910758.0
AVALON,BUY,10,1011.75,2026-04-09,491434.0
RMDRIP,BUY,1,41.16,2026-04-01,607763808.0
AVALON,BUY,10,930.0,2026-04-01,5128630.0
BHEL,BUY,2,255.0,2026-04-01,4304405.0
